item_idx	slot	url	bytes	status	detail
23	0	https://m.media-amazon.com/images/I/41GxRCevQTL.jpg	18095	ok	
0	0	https://m.media-amazon.com/images/I/41YjzRHO31L._SX337_BO1,204,203,200_.jpg	20127	ok	
7	0	https://m.media-amazon.com/images/I/51aLIvBhGAL.jpg	42534	ok	
9	0	https://m.media-amazon.com/images/I/41uwqmPB-tL._SY420_BO1,204,203,200_.jpg	25280	ok	
22	0	https://m.media-amazon.com/images/I/4104rtbLeuL.jpg	17137	ok	
27	0	https://m.media-amazon.com/images/I/21RZ7349QXL.jpg	7833	ok	
30	0	https://m.media-amazon.com/images/I/31JGNV17VNL.jpg	9597	ok	
8	0	https://m.media-amazon.com/images/I/516VsrH7cVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg	10394	ok	
29	0	https://m.media-amazon.com/images/I/31Z7RBE7TSL.jpg	11890	ok	
31	0	https://m.media-amazon.com/images/I/31M0HGFFW0L.jpg	10796	ok	
28	0	https://m.media-amazon.com/images/I/91XsTYDi-5L._SL1500_.jpg	188136	ok	
11	0	https://m.media-amazon.com/images/I/71Le6zwW48L._AC_SL1060_.jpg	182026	ok	
6	0	https://m.media-amazon.com/images/I/716kVLUXj9L._SL1000_.jpg	156726	ok	
5	0	https://m.media-amazon.com/images/I/71VHisBP+PL._SL1435_.jpg	134240	ok	
1	0	https://m.media-amazon.com/images/I/51qvPSL3-zL._SX326_BO1,204,203,200_.jpg	28816	ok	
15	0	https://m.media-amazon.com/images/I/71J+jHWVA7L._AC_SL1241_.jpg	143252	ok	
4	0	https://m.media-amazon.com/images/I/61EkDMoXPCL._SL1500_.jpg	96335	ok	
14	0	https://m.media-amazon.com/images/I/81nWANNmIYL._AC_SL1500_.jpg	200830	ok	
2	0	https://m.media-amazon.com/images/I/51r9P74XKvL._SX327_BO1,204,203,200_.jpg	41621	ok	
19	0	https://m.media-amazon.com/images/I/71G0-oepzlL._SL1000_.jpg	153913	ok	
24	0	https://m.media-amazon.com/images/I/41QVSiuojZL._AC_.jpg	11093	ok	
18	0	https://m.media-amazon.com/images/I/81QtpfGLm7L._SL1500_.jpg	374403	ok	
35	0	https://m.media-amazon.com/images/I/314VKD4NNRL.jpg	9593	ok	
34	0	https://m.media-amazon.com/images/I/31QYX5X5RWL.jpg	9244	ok	
25	0	https://m.media-amazon.com/images/I/91wh06jXTsL._SL1500_.jpg	137660	ok	
26	0	https://m.media-amazon.com/images/I/41TPGpVOI3L.jpg	24985	ok	
33	0	https://m.media-amazon.com/images/I/31YWB4R7B7L.jpg	10954	ok	
32	0	https://m.media-amazon.com/images/I/91r1e8JXvaL._SL1500_.jpg	175828	ok	
20	0	https://m.media-amazon.com/images/I/51W8C95QDDL.jpg	40731	ok	
12	0	https://m.media-amazon.com/images/I/91mWIFJu7UL._AC_SL1500_.jpg	286392	ok	
41	0	https://m.media-amazon.com/images/I/317AKC9FS9L.jpg	12225	ok	
16	0	https://m.media-amazon.com/images/I/81To1DxIbDL._AC_SL1500_.jpg	163197	ok	
44	0	https://m.media-amazon.com/images/I/91ja+VINQ7L._SL1500_.jpg	207013	ok	
43	0	https://m.media-amazon.com/images/I/31CTVK3NYQL.jpg	10932	ok	
51	0	https://m.media-amazon.com/images/I/616EBTDB4WL.jpg	82913	ok	
42	0	https://m.media-amazon.com/images/I/718Jf1ssAwL._SL1500_.jpg	184124	ok	
50	0	https://m.media-amazon.com/images/I/418R0708WTL.jpg	19656	ok	
57	0	https://m.media-amazon.com/images/I/51CXdLRZthL.jpg	62955	ok	
40	0	https://m.media-amazon.com/images/I/91aMgGxzuHL._SL1500_.jpg	108559	ok	
60	0	https://m.media-amazon.com/images/I/61TEAiMMxsL._SL1000_.jpg	68023	ok	
56	0	https://m.media-amazon.com/images/I/610gJQhtj5L.jpg	84459	ok	
58	0	https://m.media-amazon.com/images/I/61nX-V+6jbL._SL1000_.jpg	109868	ok	
49	0	https://m.media-amazon.com/images/I/61Vng+Eja5L._SL1001_.jpg	94095	ok	
62	0	https://m.media-amazon.com/images/I/81OxYaVnvbL._SL1500_.jpg	138965	ok	
52	0	https://m.media-amazon.com/images/I/81S5PPKQQyL._SL1500_.jpg	142195	ok	
21	0	https://m.media-amazon.com/images/I/41bHJ992tKL.jpg	28591	ok	
55	0	https://m.media-amazon.com/images/I/71Bi6WQiGML._SL1500_.jpg	124243	ok	
65	0	https://m.media-amazon.com/images/I/81BtRWFUqWL._SL1500_.jpg	108489	ok	
48	0	https://m.media-amazon.com/images/I/312P27KGSSL.jpg	9305	ok	
69	0	https://m.media-amazon.com/images/I/311E2SVM9NL.jpg	10682	ok	
67	0	https://m.media-amazon.com/images/I/61s9f3RQR1L._SL1000_.jpg	76931	ok	
68	0	https://m.media-amazon.com/images/I/61fYZgX1zWL._SL1000_.jpg	89203	ok	
47	0	https://m.media-amazon.com/images/I/71M+643AfTL._SL1107_.jpg	167962	ok	
45	0	https://m.media-amazon.com/images/I/31931RVMR7L.jpg	10494	ok	
13	0	https://m.media-amazon.com/images/I/7151AM77pyL._AC_SL1000_.jpg	164046	ok	
74	0	https://m.media-amazon.com/images/I/51MfmmkP2rL._SL1000_.jpg	64669	ok	
63	0	https://m.media-amazon.com/images/I/410BGX0DPML.jpg	32059	ok	
75	0	https://m.media-amazon.com/images/I/61Dkkhz8hOL._SL1000_.jpg	75596	ok	
59	0	https://m.media-amazon.com/images/I/81Qpua5cmEL._SL1500_.jpg	133625	ok	
73	0	https://m.media-amazon.com/images/I/519RC311ZBL.jpg	64933	ok	
10	0	https://m.media-amazon.com/images/I/61qWjAax0fL._SX565_BO1,204,203,200_.jpg	90568	ok	
61	0	https://m.media-amazon.com/images/I/61Q7witp0xL._SL1000_.jpg	110157	ok	
66	0	https://m.media-amazon.com/images/I/81TSAuwnxwL._SL1132_.jpg	302719	ok	
77	0	https://m.media-amazon.com/images/I/61-b3XjP0yL._SL1000_.jpg	106512	ok	
82	0	https://m.media-amazon.com/images/I/61Ml3qrVYNL._SL1000_.jpg	78886	ok	
37	0	https://m.media-amazon.com/images/I/71LrLdft51L._SL1500_.jpg	167866	ok	
84	0	https://m.media-amazon.com/images/I/51pQ2BE8CLL._SL1000_.jpg	56641	ok	
54	0	https://m.media-amazon.com/images/I/51Y27WFE79L.jpg	62243	ok	
85	0	https://m.media-amazon.com/images/I/61nHwJsKVZL._SL1000_.jpg	75169	ok	
81	0	https://m.media-amazon.com/images/I/81xQdmaFN-L._SL1500_.jpg	143033	ok	
70	0	https://m.media-amazon.com/images/I/61WDvKg7g9L._SL1000_.jpg	75455	ok	
80	0	https://m.media-amazon.com/images/I/910vou2XTxL._SL1500_.jpg	223686	ok	
3	0	https://m.media-amazon.com/images/I/51C2XRTvLkL.jpg	34690	ok	
72	0	https://m.media-amazon.com/images/I/61YVVD700XL.jpg	77383	ok	
90	0	https://m.media-amazon.com/images/I/513pKWdTq5L._SL1500_.jpg	34302	ok	
78	0	https://m.media-amazon.com/images/I/91okw53uiPL._SL1500_.jpg	223349	ok	
89	0	https://m.media-amazon.com/images/I/41DAfaH9b0L.jpg	22515	ok	
91	0	https://m.media-amazon.com/images/I/51ebLej7aeL._SL1000_.jpg	55823	ok	
39	0	https://m.media-amazon.com/images/I/81M+6Uy+wDL._SL1500_.jpg	186895	ok	
93	0	https://m.media-amazon.com/images/I/61N2moJeYvL._SL1000_.jpg	73879	ok	
87	0	https://m.media-amazon.com/images/I/81ihigVXraL._SL1210_.jpg	268224	ok	
92	0	https://m.media-amazon.com/images/I/61fLvUI82mL._SL1000_.jpg	88694	ok	
