0	VG
1	VG
2	VG
3	VG
4	VG
5	VG
6	VG
7	VG
8	VG
9	VG
10	VG
11	VG
12	VG
13	VG
14	VG
15	VG
16	VG
17	VG
18	VG
19	VG
20	VG
21	VG
22	VG
23	VG
24	VG
25	VG
26	VG
27	VG
28	VG
29	VG
30	VG
31	VG
32	VG
33	VG
34	VG
35	VG
36	VG
37	VG
38	VG
39	VG
40	VG
41	VG
42	VG
43	VG
44	VG
45	VG
46	VG
47	VG
48	VG
49	VG
50	VG
51	VG
52	VG
53	VG
54	VG
55	VG
56	VG
57	VG
58	VG
59	VG
60	VG
61	VG
62	VG
63	VG
64	VG
65	VG
66	VG
67	VG
68	VG
69	VG
70	VG
71	VG
72	VG
73	VG
74	VG
75	VG
76	VG
77	VG
78	VG
79	VG
80	VG
81	VG
82	VG
83	VG
84	VG
85	VG
86	VG
87	VG
88	VG
89	VG
90	VG
91	VG
92	VG
93	VG
94	VG
95	VG
96	VG
97	VG
98	VG
99	VG
100	VG
101	VG
102	VG
103	VG
104	VG
105	VG
106	VG
107	VG
108	VG
109	VG
110	VG
111	VG
112	VG
113	VG
114	VG
115	VG
116	VG
117	VG
118	VG
119	VG
120	VG
121	VG
122	VG
123	VG
124	VG
125	VG
126	VG
127	VG
128	VG
129	VG
130	VG
131	VG
132	VG
133	VG
134	VG
135	VG
136	VG
137	VG
138	VG
139	VG
140	VG
141	VG
142	VG
143	VG
144	VG
145	VG
146	VG
147	VG
148	VG
149	VG
150	VG
151	VG
152	VG
153	VG
154	VG
155	VG
156	VG
157	VG
158	VG
159	VG
160	VG
161	VG
162	VG
163	VG
164	VG
165	VG
166	VG
167	VG
168	VG
169	VG
170	VG
171	VG
172	VG
173	VG
174	VG
175	VG
176	VG
177	VG
178	VG
179	VG
180	VG
181	VG
182	VG
183	VG
184	VG
185	VG
186	VG
187	VG
188	VG
189	VG
190	VG
191	VG
192	VG
193	VG
194	VG
195	VG
196	VG
197	VG
198	VG
199	VG
200	VG
201	VG
202	VG
203	VG
204	VG
205	VG
206	VG
207	VG
208	VG
209	VG
210	VG
211	VG
212	VG
213	VG
214	VG
215	VG
216	VG
217	VG
218	VG
219	VG
220	VG
221	VG
222	VG
223	VG
224	VG
225	VG
226	VG
227	VG
228	VG
229	VG
230	VG
231	VG
232	VG
233	VG
234	VG
235	VG
236	VG
237	VG
238	VG
239	VG
240	VG
241	VG
242	VG
243	VG
244	VG
245	VG
246	VG
247	VG
248	VG
249	VG
250	VG
251	VG
252	VG
253	VG
254	VG
255	VG
256	VG
257	VG
258	VG
259	VG
260	VG
261	VG
262	VG
263	VG
264	VG
265	VG
266	VG
267	VG
268	VG
269	VG
270	VG
271	VG
272	VG
273	VG
274	VG
275	VG
276	VG
277	VG
278	VG
279	VG
280	VG
281	VG
282	VG
283	VG
284	VG
285	VG
286	VG
287	VG
288	VG
289	VG
290	VG
291	VG
292	VG
293	VG
294	VG
295	VG
296	VG
297	VG
298	VG
299	VG
300	VG
301	VG
302	VG
303	VG
304	VG
305	VG
306	VG
307	VG
308	VG
309	VG
310	VG
311	VG
312	VG
313	VG
314	VG
315	VG
316	VG
317	VG
318	VG
319	VG
320	VG
321	VG
322	VG
323	VG
324	VG
325	VG
326	VG
327	VG
328	VG
329	VG
330	VG
331	VG
332	VG
333	VG
334	VG
335	VG
336	VG
337	VG
338	VG
339	VG
340	VG
341	VG
342	VG
343	VG
344	VG
345	VG
346	VG
347	VG
348	VG
349	VG
350	VG
351	VG
352	VG
353	VG
354	VG
355	VG
356	VG
357	VG
358	VG
359	VG
360	VG
361	VG
362	VG
363	VG
364	VG
365	VG
366	VG
367	VG
368	VG
369	VG
370	VG
371	VG
372	VG
373	VG
374	VG
375	VG
376	VG
377	VG
378	VG
379	VG
380	VG
381	VG
382	VG
383	VG
384	VG
385	VG
386	VG
387	VG
388	VG
389	VG
390	VG
391	VG
392	VG
393	VG
394	VG
395	VG
396	VG
397	VG
398	VG
399	VG
400	VG
401	VG
402	VG
403	VG
404	VG
405	VG
406	VG
407	VG
408	VG
409	VG
410	VG
411	VG
412	VG
413	VG
414	VG
415	VG
416	VG
417	VG
418	VG
419	VG
420	VG
421	VG
422	VG
423	VG
424	VG
425	VG
426	VG
427	VG
428	VG
429	VG
430	VG
431	VG
432	VG
433	VG
434	VG
435	VG
436	VG
437	VG
438	VG
439	VG
440	VG
441	VG
442	VG
443	VG
444	VG
445	VG
446	VG
447	VG
448	VG
449	VG
450	VG
451	VG
452	VG
453	VG
454	VG
455	VG
456	VG
457	VG
458	VG
459	VG
460	VG
461	VG
462	VG
463	VG
464	VG
465	VG
466	VG
467	VG
468	VG
469	VG
470	VG
471	VG
472	VG
473	VG
474	VG
475	VG
476	VG
477	VG
478	VG
479	VG
480	VG
481	VG
482	VG
483	VG
484	VG
485	VG
486	VG
487	VG
488	VG
489	VG
490	VG
491	VG
492	VG
493	VG
494	VG
495	VG
496	VG
497	VG
498	VG
499	VG
500	VG
501	VG
502	VG
503	VG
504	VG
505	VG
506	VG
507	VG
508	VG
509	VG
510	VG
511	VG
512	VG
513	VG
514	VG
515	VG
516	VG
517	VG
518	VG
519	VG
520	VG
521	VG
522	VG
523	VG
524	VG
525	VG
526	VG
527	VG
528	VG
529	VG
530	VG
531	VG
532	VG
533	VG
534	VG
535	VG
536	VG
537	VG
538	VG
539	VG
540	VG
541	VG
542	VG
543	VG
544	VG
545	VG
546	VG
547	VG
548	VG
549	VG
550	VG
551	VG
552	VG
553	VG
554	VG
555	VG
556	VG
557	VG
558	VG
559	VG
560	VG
561	VG
562	VG
563	VG
564	VG
565	VG
566	VG
567	VG
568	VG
569	VG
570	VG
571	VG
572	VG
573	VG
574	VG
575	VG
576	VG
577	VG
578	VG
579	VG
580	VG
581	VG
582	VG
583	VG
584	VG
585	VG
586	VG
587	VG
588	VG
589	VG
590	VG
591	VG
592	VG
593	VG
594	VG
595	VG
596	VG
597	VG
598	VG
599	VG
600	VG
601	VG
602	VG
603	VG
604	VG
605	VG
606	VG
607	VG
608	VG
609	VG
610	VG
611	VG
612	VG
613	VG
614	VG
615	VG
616	VG
617	VG
618	VG
619	VG
620	VG
621	VG
622	VG
623	VG
624	VG
625	VG
626	VG
627	VG
628	VG
629	VG
630	VG
631	VG
632	VG
633	VG
634	VG
635	VG
636	VG
637	VG
638	VG
639	VG
640	VG
641	VG
642	VG
643	VG
644	VG
645	VG
646	VG
647	VG
648	VG
649	VG
650	VG
651	VG
652	VG
653	VG
654	VG
655	VG
656	VG
657	VG
658	VG
659	VG
660	VG
661	VG
662	VG
663	VG
664	VG
665	VG
666	VG
667	VG
668	VG
669	VG
670	VG
671	VG
672	VG
673	VG
674	VG
675	VG
676	VG
677	VG
678	VG
679	VG
680	VG
681	VG
682	VG
683	VG
684	VG
685	VG
686	VG
687	VG
688	VG
689	VG
690	VG
691	VG
692	VG
693	VG
694	VG
695	VG
696	VG
697	VG
698	VG
699	VG
700	VG
701	VG
702	VG
703	VG
704	VG
705	VG
